City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
126,Kitui,KE,-1.367,38.0106,65.21,88,58,1.14,broken clouds
127,Cayenne,GF,4.9333,-52.3333,73.44,94,100,2.3,overcast clouds
128,Saint-Philippe,RE,-21.3585,55.7679,83.79,77,37,12.21,scattered clouds
129,Arlit,NE,18.7369,7.3853,60.94,24,93,9.89,overcast clouds
130,Port Blair,IN,11.6667,92.75,84.24,65,20,12.66,few clouds
131,Arraial Do Cabo,BR,-22.9661,-42.0278,70.92,90,100,6.91,light rain
132,Kumluca,TR,36.3703,30.2869,53.13,47,0,5.08,clear sky
133,Ostersund,SE,63.1792,14.6357,33.62,100,100,14.97,mist
134,Tiznit,MA,29.5833,-9.5,51.33,53,0,1.99,clear sky
135,Akhtanizovskaya,RU,45.32,37.1,14.47,59,1,21.27,clear sky
136,Guigue,VE,10.0853,-67.7792,76.82,88,48,1.14,scattered clouds
137,Bambous Virieux,MU,-20.3428,57.7575,83.21,69,40,12.66,scattered clouds
138,Ambilobe,MG,-13.2,49.05,80.4,75,1,2.93,clear sky
139,Thinadhoo,MV,0.5333,72.9333,81.18,77,100,12.17,overcast clouds
140,Port Shepstone,ZA,-30.7414,30.455,69.66,82,4,8.25,clear sky
141,Hambantota,LK,6.1241,81.1185,82.74,65,20,12.66,few clouds
142,Codrington,AU,-38.2667,141.9667,67.73,60,95,15.05,overcast clouds
143,Yar-Sale,RU,66.8333,70.8333,-16.29,89,37,17.58,scattered clouds
144,Umm Bab,QA,25.2142,50.8072,62.1,62,68,5.28,broken clouds
145,Kinsale,IE,51.7075,-8.5306,42.17,87,40,19.57,light rain
146,Dalmatovo,RU,56.26,62.9362,-16.02,89,100,9.84,overcast clouds
147,Saldanha,ZA,-33.0117,17.9442,57.25,91,9,2.48,clear sky
148,Wanlaweyn,SO,2.6185,44.8938,76.96,74,65,13.98,broken clouds
149,Adrar,MR,20.5022,-10.0711,59.61,17,99,15.19,overcast clouds
150,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,85,100,4.61,light snow
151,Sanawad,IN,22.1833,76.0667,68.95,22,0,5.61,clear sky
152,Caconda,AO,-13.7333,15.0667,58.75,97,93,2.08,overcast clouds
153,Mamlyutka,KZ,54.9375,68.5394,-20.18,94,100,12.41,overcast clouds
154,Lebu,CL,-37.6167,-73.65,57.29,95,7,3.31,clear sky
155,Ribeira Grande,PT,38.5167,-28.7,62.78,92,100,15.01,overcast clouds
156,Moron,AR,-34.6534,-58.6198,76.96,79,0,10.63,clear sky
157,Arrecife,ES,28.963,-13.5477,62.58,77,20,9.22,few clouds
158,Luanda,AO,-8.8368,13.2343,75.2,94,75,5.75,broken clouds
159,Iralaya,HN,15.0,-83.2333,75.04,86,63,6.96,light rain
160,Kulhudhuffushi,MV,6.6221,73.07,80.91,66,7,3.4,clear sky
161,Salalah,OM,17.0151,54.0924,71.69,68,75,5.75,broken clouds
162,Kjollefjord,NO,70.9457,27.3465,23.05,93,100,48.34,heavy snow
163,Eyemouth,GB,55.8713,-2.0901,42.24,82,79,15.84,broken clouds
164,Tucuma,BR,-0.1833,-50.05,74.3,93,82,4.7,broken clouds
165,Narsaq,GL,60.9167,-46.05,14.22,69,100,10.49,overcast clouds
166,Albany,US,42.6001,-73.9662,30.22,81,3,1.95,clear sky
167,Andenes,NO,69.3143,16.1194,35.58,69,75,20.71,broken clouds
168,Marsh Harbour,BS,26.5412,-77.0636,74.44,72,36,10.8,scattered clouds
169,Rudnya,RU,54.947,31.0934,14.94,85,100,13.78,overcast clouds
170,Cidreira,BR,-30.1811,-50.2056,70.66,78,13,12.73,few clouds
171,Aranos,NA,-24.1333,19.1167,74.89,36,3,13.73,clear sky
172,Torbay,CA,47.6666,-52.7314,28.58,90,100,19.57,light snow
173,Filingue,NE,14.3521,3.3168,66.81,25,16,10.18,few clouds
174,Kali,CO,3.4372,-76.5225,68.0,88,75,4.61,light rain
175,Astana,KZ,51.1801,71.446,-16.65,69,20,13.42,few clouds
176,Sinnamary,GF,5.3833,-52.95,74.88,92,100,8.79,overcast clouds
177,Sabha,LY,27.0377,14.4283,47.41,75,0,6.93,clear sky
178,Saint-Nazaire,FR,47.2833,-2.2,47.03,79,75,18.41,broken clouds
179,Westport,US,41.1415,-73.3579,40.06,80,75,6.91,broken clouds
180,Faya,SA,18.3851,42.4509,53.71,67,1,5.08,clear sky
181,Oriximina,BR,-1.7656,-55.8661,74.59,88,87,1.21,overcast clouds
182,Warri,NG,5.5167,5.75,73.27,97,63,2.44,broken clouds
183,Krutinka,RU,56.0055,71.5113,-17.37,91,100,14.29,overcast clouds
184,Virginia Beach,US,36.8529,-75.978,46.44,95,100,5.75,mist
185,Mabaruma,GY,8.2,-59.7833,71.35,99,96,2.3,overcast clouds
186,Pyshma,RU,56.9523,63.2513,-19.43,91,100,7.94,overcast clouds
187,Buncrana,IE,55.1333,-7.45,43.11,78,69,20.89,broken clouds
188,Necochea,AR,-38.5473,-58.7368,65.34,81,73,15.57,broken clouds
189,Harbour Breton,CA,47.4833,-55.7983,22.68,69,12,15.95,few clouds
190,Patacamaya,BO,-17.2333,-67.9167,45.59,82,100,7.81,overcast clouds
191,Buraydah,SA,26.326,43.975,55.85,76,100,11.83,overcast clouds
192,Rosignano Marittimo,IT,43.4079,10.4729,60.35,82,78,22.1,broken clouds
193,Campagna,IT,40.6653,15.1059,54.09,87,100,3.0,overcast clouds
194,Harper,LR,4.375,-7.7169,77.5,85,30,5.59,scattered clouds
195,Graaff-Reinet,ZA,-32.2522,24.5308,77.74,30,0,4.54,clear sky
196,Manacor,ES,39.5696,3.2096,66.33,78,77,10.85,broken clouds
197,Murgab,TM,37.4966,61.9714,33.67,80,100,9.22,overcast clouds
198,Hamilton,US,39.1834,-84.5333,37.09,84,100,8.05,overcast clouds
199,Nioaque,BR,-21.1353,-55.83,71.33,78,29,2.89,scattered clouds
200,Nantucket,US,41.2835,-70.0995,39.31,75,75,12.66,broken clouds
201,Aswan,EG,24.0934,32.907,52.9,50,0,9.22,clear sky
202,Gezing,AT,47.9178,13.1299,39.34,96,75,2.3,light rain
203,Punta Arenas,CL,-53.15,-70.9167,57.31,77,0,6.91,clear sky
204,Nalut,LY,30.3333,10.85,44.15,57,0,6.46,clear sky
205,Lubumbashi,CD,-11.6609,27.4794,62.29,98,100,1.79,light rain
206,Eirunepe,BR,-6.6603,-69.8736,71.46,99,100,3.22,light rain
207,Dawlatabad,AF,36.4141,64.9053,49.66,53,3,5.26,clear sky
208,Tazovskiy,RU,67.4667,78.7,-13.11,97,100,10.94,overcast clouds
209,Jasidih,IN,24.5167,86.65,67.03,17,0,7.34,clear sky
210,Mao,ES,39.8885,4.2658,61.36,88,20,8.05,few clouds
211,Copiapo,CL,-27.3667,-70.3333,60.49,66,0,0.89,clear sky
212,Costa Rica,BR,-23.4167,-54.65,69.98,68,50,4.03,scattered clouds
213,Santa Lucia,ES,27.9117,-15.5407,56.52,77,40,10.36,scattered clouds
214,Sergokala,RU,42.4547,47.6612,11.5,73,78,1.32,broken clouds
215,Conde,BR,-7.2597,-34.9075,74.66,88,20,2.3,few clouds
216,Luau,AO,-10.7073,22.2247,62.29,99,100,3.85,light rain
217,Kudahuvadhoo,MV,2.6708,72.8944,81.48,72,29,15.84,scattered clouds
218,Belmonte,BR,-15.8631,-38.8828,75.31,88,98,5.5,overcast clouds
219,Yevpatoriya,UA,45.1972,33.3558,26.89,55,13,12.55,few clouds
220,Usinsk,RU,65.9939,57.5281,-2.88,98,100,9.08,overcast clouds
221,Blois,FR,47.5833,1.3333,44.98,83,77,18.28,broken clouds
222,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.31,98,95,1.7,overcast clouds
223,Agadez,NE,19.75,10.25,52.45,40,85,11.74,overcast clouds
224,Roquetas De Mar,ES,36.7642,-2.6148,59.0,84,100,14.9,overcast clouds
225,Kharabali,RU,47.4196,47.2568,5.54,91,15,6.4,few clouds
226,Caravelas,BR,-17.7125,-39.2481,72.86,95,100,3.67,overcast clouds
227,Conceicao Das Alagoas,BR,-19.9147,-48.3883,71.38,97,100,4.7,moderate rain
228,Zbarazh,UA,49.6636,25.7762,33.71,97,100,18.52,overcast clouds
229,Alford,GB,57.2326,-2.703,38.1,89,100,5.5,overcast clouds
230,Saint-Joseph,RE,-21.3667,55.6167,82.78,72,17,9.8,few clouds
231,Berlevag,NO,70.8578,29.0864,17.6,93,100,47.18,overcast clouds
232,Sao Sebastiao,BR,-23.76,-45.4097,71.74,93,100,1.12,overcast clouds
233,Trofors,NO,65.5333,13.4063,35.47,95,100,5.7,overcast clouds
234,Quelimane,MZ,-17.8786,36.8883,73.35,88,75,9.22,moderate rain
235,Luis Correia,BR,-2.8792,-41.6669,78.13,80,97,10.18,overcast clouds
236,Keti Bandar,PK,24.1447,67.4497,73.38,41,0,4.54,clear sky
237,Cabedelo,BR,-6.9811,-34.8339,75.87,81,92,7.09,overcast clouds
238,Krasnoarmeysk,RU,51.0239,45.6969,-7.4,97,6,5.28,clear sky
239,Cheremshanka,RU,56.1192,60.268,-15.41,89,100,6.44,overcast clouds
240,Maun,BW,-19.9833,23.4167,66.16,100,0,8.05,clear sky
241,Adre,TD,13.4667,22.2,59.58,28,100,12.5,overcast clouds
242,Opuwo,NA,-18.0607,13.84,68.94,31,90,3.56,overcast clouds
243,Hvittingfoss,NO,59.4833,10.0167,40.57,93,100,5.01,light rain
244,Chicama,PE,-7.8447,-79.1469,66.74,74,85,4.25,overcast clouds
245,Sidrolandia,BR,-20.9319,-54.9614,68.07,83,29,5.84,scattered clouds
246,Vardo,NO,70.3705,31.1107,21.18,93,100,44.87,heavy snow
247,Agirish,RU,61.9247,63.0231,-21.35,90,70,4.09,broken clouds
248,Kondinskoye,RU,59.6481,67.41,-25.53,93,13,9.86,few clouds
249,Chachapoyas,PE,-6.2317,-77.869,53.11,98,84,2.44,broken clouds
250,Zaranj,AF,30.9667,61.8833,48.16,64,11,4.68,few clouds
251,Kilembe,UG,0.2,30.0,63.43,57,30,2.51,scattered clouds
252,Villmergen,CH,47.3492,8.2458,43.97,93,95,14.0,light rain
253,Paamiut,GL,61.994,-49.6678,26.24,67,100,12.01,overcast clouds
254,Nara,JP,34.6851,135.8049,55.49,38,1,11.56,clear sky
255,Parry Sound,CA,45.3501,-80.033,32.05,74,100,5.99,overcast clouds
256,Kalmunai,LK,7.4167,81.8167,80.04,71,24,14.76,few clouds
257,Purpe,RU,64.4803,76.6897,-15.38,98,93,10.13,overcast clouds
258,Bilma,NE,18.6853,12.9164,56.25,36,42,14.85,scattered clouds
259,Angoche,MZ,-16.2325,39.9086,77.67,86,100,4.36,overcast clouds
260,Pryyutivka,UA,48.7209,33.0708,18.34,74,74,13.62,broken clouds
261,Rennes,FR,48.1667,-1.6667,44.64,76,0,14.97,clear sky
262,Ituporanga,BR,-27.4144,-49.6025,64.51,92,91,1.59,overcast clouds
263,Carnarvon,AU,-24.8667,113.6333,81.1,62,0,18.77,clear sky
264,Bonavista,CA,48.6499,-53.1147,24.94,75,100,20.85,overcast clouds
265,Breytovo,RU,58.2993,37.8617,-16.74,96,15,7.23,few clouds
266,Belomorsk,RU,64.5232,34.7668,2.3,80,99,9.48,overcast clouds
267,Bonthe,SL,7.5264,-12.505,75.11,82,33,2.93,scattered clouds
268,Berbera,SO,10.4396,45.0143,75.7,71,71,2.35,broken clouds
269,Jumla,NP,29.2747,82.1838,58.3,15,6,4.0,clear sky
270,Sena Madureira,BR,-9.0656,-68.6569,72.59,94,99,2.93,overcast clouds
271,Moche,PE,-8.1711,-79.0092,68.18,88,75,6.91,fog
272,San Rafael,AR,-34.6177,-68.3301,83.23,30,99,5.37,overcast clouds
273,Treinta Y Tres,UY,-33.2333,-54.3833,60.8,96,0,6.91,clear sky
274,Fonseca,CO,10.8861,-72.8487,70.7,92,22,1.77,few clouds
275,Kamenka,RU,51.3223,42.7678,1.4,97,79,3.02,broken clouds
276,Oranjemund,NA,-28.55,16.4333,61.39,91,42,4.29,scattered clouds
277,Bertrix,BE,49.856,5.2554,40.66,91,96,13.96,overcast clouds
278,Bodden Town,KY,19.2833,-81.25,75.92,82,5,3.0,clear sky
279,Bulaevo,KZ,54.9056,70.4439,-20.0,93,100,14.16,overcast clouds
280,Porto Walter,BR,-8.2686,-72.7439,71.82,86,73,2.59,broken clouds
281,Kang,BW,-23.6752,22.7876,70.0,60,8,12.1,clear sky
282,Saint Anthony,US,45.0205,-93.218,15.73,88,0,4.61,mist
283,Fremont,US,37.5483,-121.9886,59.09,84,100,11.5,moderate rain
284,Gazli,UZ,40.1333,63.45,29.86,81,99,9.53,overcast clouds
285,Grajau,BR,-5.8194,-46.1386,71.17,96,37,1.45,scattered clouds
286,Mogadishu,SO,2.0371,45.3438,76.87,88,0,11.5,clear sky
287,Kutum,SD,14.2,24.6667,53.62,31,100,5.93,overcast clouds
288,Makungu,TZ,-8.7333,35.2833,64.9,95,100,1.81,overcast clouds
289,Aksarka,RU,66.5606,67.7975,-19.53,98,84,6.29,broken clouds
290,Goianesia,BR,-15.3175,-49.1175,65.7,97,98,0.43,light rain
291,Mandera,KE,3.9366,41.867,78.75,56,17,10.78,few clouds
292,Marzuq,YE,14.4,46.4667,66.31,56,1,1.25,clear sky
293,Charlestown,AU,-32.95,151.6667,77.41,66,0,5.01,clear sky
294,Lipari,IT,38.4674,14.954,59.27,67,63,8.37,broken clouds
295,Aktau,KZ,43.65,51.2,10.98,67,97,7.09,light snow
296,Brezoi,RO,45.338,24.2486,36.46,91,55,1.9,broken clouds
297,Nuuk,GL,64.1835,-51.7216,21.25,82,100,8.95,overcast clouds
298,Cueto,CU,20.6439,-75.9356,72.12,82,0,7.0,clear sky
299,Olsztyn,PL,53.7799,20.4942,35.56,97,100,8.39,overcast clouds
300,Akhmim,EG,26.5622,31.745,48.4,63,2,6.91,clear sky
301,Kodinar,IN,20.7903,70.7031,79.7,41,0,8.48,clear sky
302,La Fria,VE,8.2203,-72.2439,77.11,94,57,2.33,broken clouds
303,Baillif,GP,16.0202,-61.7463,72.9,74,22,11.63,few clouds
304,Sansepolcro,IT,43.5747,12.143,56.1,55,100,9.86,overcast clouds
305,Cap Malheureux,MU,-19.9842,57.6142,83.46,66,7,5.01,clear sky
306,Imbituba,BR,-28.24,-48.6703,66.81,86,9,3.38,clear sky
307,Kasama,ZM,-10.2129,31.1808,62.65,95,100,1.1,light rain
308,Thompson,CA,55.7435,-97.8558,-10.75,100,65,1.16,broken clouds
309,Ayolas,PY,-27.4,-56.9,72.43,57,98,4.47,overcast clouds
310,Atasu,KZ,48.6814,71.6433,-5.58,98,52,5.64,broken clouds
311,Vestmannaeyjar,IS,63.4427,-20.2734,33.42,83,62,26.49,broken clouds
312,Lagoa,PT,39.05,-27.9833,61.66,79,100,17.4,overcast clouds
313,Qaqortoq,GL,60.7167,-46.0333,24.49,67,100,9.57,light snow
314,Bad Sachsa,DE,51.595,10.5555,45.28,97,100,8.21,light rain
315,New Castle,US,41.0037,-80.347,32.92,84,96,4.27,overcast clouds
316,Llanes,ES,43.4198,-4.7549,53.89,69,86,20.87,overcast clouds
317,Kautokeino,NO,69.0125,23.0412,12.45,91,100,23.02,overcast clouds
318,Wukari,NG,7.85,9.7833,68.74,23,73,7.45,broken clouds
319,Kemerovo,RU,55.3333,86.0833,15.49,62,20,29.08,few clouds
320,Enterprise,US,36.0252,-115.2419,49.46,64,20,5.75,few clouds
321,Dongobesh,TZ,-4.0667,35.3833,58.98,86,50,4.47,scattered clouds
322,Lekoni,GA,-1.5843,14.2591,71.87,83,82,3.51,light rain
323,Lake City,US,30.1897,-82.6393,56.91,88,0,4.61,clear sky
324,Teguldet,RU,57.3064,88.1667,17.82,84,86,18.77,overcast clouds
325,Passo Fundo,BR,-28.2628,-52.4067,59.85,76,24,10.04,few clouds
326,Sochi,RU,43.6,39.7303,33.89,64,47,8.41,scattered clouds
327,Knysna,ZA,-34.0363,23.0471,70.32,79,6,4.29,clear sky
328,Karpathos,GR,35.507,27.2132,53.56,71,0,9.22,clear sky
329,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,82,75,15.57,broken clouds
330,Santa Isabel,BR,-23.3156,-46.2214,65.5,98,100,1.63,overcast clouds
331,Otukpo,NG,7.1913,8.1329,69.3,24,53,3.33,broken clouds
332,Pondicherry,IN,11.93,79.83,75.58,64,4,5.75,haze
333,Oneida,US,43.2001,-75.4663,26.8,93,0,5.75,clear sky
334,Kalugumalai,IN,9.15,77.7167,79.54,60,29,13.87,scattered clouds
335,Petrozavodsk,RU,61.7849,34.3469,-4.52,76,74,6.71,broken clouds
336,Chastyye,RU,57.2888,54.9728,-42.63,100,57,3.0,broken clouds
337,San Cristobal,VE,7.7669,-72.225,68.18,94,33,1.34,scattered clouds
338,Sagar,IN,23.8333,78.7167,66.7,18,0,4.23,clear sky
339,Huancavelica,PE,-12.7667,-74.9833,38.8,94,100,3.18,moderate rain
340,Ekibastuz,KZ,51.6667,75.3667,-4.07,81,7,21.05,clear sky
341,Matara,LK,5.9485,80.5353,83.03,68,25,2.1,scattered clouds
342,Itarema,BR,-2.9248,-39.9167,78.69,79,99,11.18,overcast clouds
343,Soavinandriana,MG,-19.1667,46.7333,66.45,80,90,4.29,overcast clouds
344,Mangrol,IN,21.1167,70.1167,76.96,49,0,8.9,clear sky
345,Nouadhibou,MR,20.931,-17.0347,64.38,36,11,19.57,few clouds
346,Mincivan,AZ,39.0294,46.7185,27.37,96,100,2.3,light snow
347,Young,UY,-32.6833,-57.6333,71.15,58,0,13.2,clear sky
348,Vaals,NL,50.7708,6.0181,42.58,76,97,19.93,overcast clouds
349,Wolow,PL,51.3366,16.6443,39.16,87,100,7.52,overcast clouds
350,Inzer,RU,54.2167,57.5556,-24.05,100,100,1.19,overcast clouds
351,Kralendijk,BQ,12.15,-68.2667,78.78,89,75,12.66,broken clouds
352,Salinopolis,BR,-0.6136,-47.3561,77.76,85,99,9.33,overcast clouds
353,Areosa,PT,41.7178,-8.8571,51.75,73,83,8.1,broken clouds
354,Ugoofaaru,MV,5.6667,73.0,80.98,74,13,13.0,few clouds
355,Wattegama,LK,6.7989,81.4808,82.26,59,8,10.96,clear sky
356,Impfondo,CG,1.6381,18.0667,67.57,70,37,1.92,scattered clouds
357,Salta,AR,-24.7859,-65.4117,66.79,79,75,4.61,broken clouds
358,Aquin,HT,18.2833,-73.4,74.35,82,1,2.35,clear sky
359,Benguela,AO,-12.5763,13.4055,75.85,83,100,0.45,overcast clouds
360,Tabou,CI,4.423,-7.3528,77.32,86,23,5.53,few clouds
361,Lima,PE,-12.0432,-77.0282,70.9,77,0,5.75,clear sky
362,Menongue,AO,-14.6585,17.691,61.92,86,99,3.74,overcast clouds
363,Cartagena,CO,10.3997,-75.5144,78.42,89,20,5.75,few clouds
364,Sakakah,SA,29.9697,40.2064,51.37,75,99,4.07,light rain
365,Lampa,CL,-33.2833,-70.9,69.33,77,0,11.5,clear sky
366,Oum Hadjer,TD,13.2954,19.6966,64.29,20,100,8.9,overcast clouds
367,Dharchula,IN,29.85,80.5333,69.66,16,75,4.5,broken clouds
368,Ambovombe,MG,-25.1667,46.0833,77.61,75,98,0.51,overcast clouds
369,Plouzane,FR,48.3833,-4.6167,44.92,73,40,29.93,scattered clouds
370,Coihaique,CL,-45.5752,-72.0662,61.41,94,100,6.91,light rain
371,Baracoa,CU,20.3467,-74.4958,75.18,84,86,11.07,moderate rain
372,Kindu,CD,-2.95,25.95,68.61,98,99,2.37,overcast clouds
373,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,71.73,97,68,2.53,light rain
374,Pamplona,ES,42.8169,-1.6432,46.98,76,40,5.99,scattered clouds
375,Branford,US,41.2795,-72.8151,39.33,78,40,14.0,scattered clouds
376,Nsanje,MW,-16.92,35.262,69.96,87,100,3.67,overcast clouds
377,Lafiagi,NG,8.8667,5.4167,69.24,18,87,1.7,overcast clouds
378,Oussouye,SN,12.485,-16.5469,75.38,41,100,10.67,overcast clouds
379,Karpogory,RU,64.0019,44.4451,-36.09,100,26,3.18,scattered clouds
380,Najran,SA,17.4924,44.1277,56.05,72,7,1.9,clear sky
381,Maracanau,BR,-3.8767,-38.6256,80.74,78,40,10.36,scattered clouds
382,Vidyayevo,RU,69.3191,32.8049,16.03,67,100,29.68,overcast clouds
383,Khudumelapye,BW,-23.8833,24.75,67.32,57,1,7.94,clear sky
384,Skibbereen,IE,51.55,-9.2667,46.11,73,18,28.39,few clouds
385,Yarmouth,US,41.7057,-70.2286,37.99,84,40,8.05,scattered clouds
386,Severnyy,RU,50.677,36.5532,-2.16,84,0,4.47,clear sky
387,Havelock,US,34.8791,-76.9013,58.95,95,40,0.0,scattered clouds
388,Lucapa,AO,-8.4192,20.7447,62.53,97,100,0.69,overcast clouds
389,Sroda Wielkopolska,PL,52.2284,17.2762,38.05,89,100,6.69,overcast clouds
390,Guarapari,BR,-20.6667,-40.4975,73.89,97,100,4.03,overcast clouds
391,Velyka Bilozerka,UA,47.2776,34.7062,18.28,70,27,11.88,scattered clouds
392,Sinazongwe,ZM,-17.2614,27.4618,70.27,92,100,7.61,moderate rain
393,Kattivakkam,IN,13.2167,80.3167,82.49,52,0,12.08,clear sky
394,Conneaut,US,41.9476,-80.5542,31.66,87,99,6.46,overcast clouds
395,Ileza,RU,61.0533,43.9002,-33.84,100,14,1.14,few clouds
396,Boa Vista,BR,2.8197,-60.6733,76.98,78,40,8.05,scattered clouds
397,Tombouctou,ML,20.0,-3.0,55.65,25,46,14.27,scattered clouds
398,Srivardhan,IN,18.0333,73.0167,82.78,30,0,3.22,clear sky
399,Bhuj,IN,23.2667,69.6667,74.79,43,0,7.76,clear sky
400,Tessalit,ML,20.1986,1.0114,58.95,21,96,9.19,overcast clouds
401,Inyonga,TZ,-6.7167,32.0667,64.8,85,100,3.8,overcast clouds
402,Bud,US,39.447,-86.1758,34.68,86,43,5.86,scattered clouds
403,Carbondale,US,37.7273,-89.2168,30.49,93,0,0.0,mist
404,Botwood,CA,49.1499,-55.3482,14.9,90,24,5.55,few clouds
405,Dax,FR,43.75,-1.1667,53.74,93,81,8.05,broken clouds
406,Beroroha,MG,-21.6667,45.1667,78.55,79,90,2.15,overcast clouds
407,Raudeberg,NO,61.9875,5.1352,45.86,61,100,12.33,overcast clouds
408,Huallanca,PE,-9.8993,-76.9417,47.28,90,100,2.68,overcast clouds
409,Rio Gallegos,AR,-51.6226,-69.2181,69.85,37,0,13.8,clear sky
410,Antalaha,MG,-14.9003,50.2788,80.01,75,22,4.12,light rain
411,Chekmagush,RU,55.1319,54.6556,-31.14,99,91,4.45,overcast clouds
412,Qeshm,IR,26.9581,56.2719,58.87,52,22,6.33,few clouds
413,Bayir,TR,37.2687,28.2167,28.92,53,0,2.04,clear sky
414,Ferme-Neuve,CA,46.7001,-75.4493,20.34,92,100,6.13,overcast clouds
415,Clarence Town,AU,-32.5833,151.7833,77.56,44,0,11.05,clear sky
416,Venezuela,VE,8.0,-66.0,79.7,68,100,8.59,overcast clouds
417,Japura,ID,-0.3167,102.35,86.09,63,100,3.8,overcast clouds
418,Matay,EG,28.419,30.7792,51.37,75,9,5.06,clear sky
419,Mandali,IQ,33.7499,45.5541,51.51,64,91,2.82,overcast clouds
420,Matao,BR,-21.6033,-48.3658,67.03,95,100,4.45,overcast clouds
421,Les Cayes,HT,18.2,-73.75,72.63,82,1,1.59,clear sky
422,Inirida,CO,3.8653,-67.9239,70.79,97,39,2.15,scattered clouds
423,Karasjok,NO,69.4719,25.5112,14.85,87,100,19.46,overcast clouds
424,Mananjary,MG,-21.2167,48.3333,80.02,78,82,7.74,light rain
425,Ostrovnoy,RU,68.0531,39.5131,9.5,94,35,20.18,scattered clouds
426,Kalmar,SE,56.6616,16.3616,42.96,99,100,8.05,light intensity drizzle
427,Camacha,PT,33.0833,-16.3333,60.22,88,20,4.61,few clouds
428,Quatre Cocos,MU,-20.2078,57.7625,83.08,71,23,11.88,few clouds
429,Damghan,IR,36.1683,54.348,38.39,67,77,1.5,broken clouds
430,Coreau,BR,-3.5333,-40.6567,73.13,86,95,0.69,overcast clouds
431,Zhanakorgan,KZ,43.9098,67.2495,25.3,58,100,6.13,overcast clouds
432,Morant Bay,JM,17.8815,-76.4093,78.42,84,14,6.15,few clouds
433,Gazojak,TM,41.1875,61.4036,26.78,57,91,5.14,overcast clouds
434,Nacala,MZ,-14.5428,40.6728,78.91,88,100,2.8,light rain
435,Bongandanga,CD,1.5,21.05,65.26,55,95,2.17,overcast clouds
436,Surami,GE,42.0243,43.5556,25.77,96,100,4.07,light snow
437,Aljezur,PT,37.3191,-8.8033,61.25,92,69,10.47,broken clouds
438,Pitimbu,BR,-7.4706,-34.8086,75.79,79,97,6.8,overcast clouds
439,Olinda,BR,-8.0089,-34.8553,80.33,74,75,4.61,broken clouds
440,Santa Cruz,BO,-17.8,-63.1667,74.66,88,75,2.3,broken clouds
441,Ramshir,IR,30.8946,49.4092,47.95,55,60,2.37,broken clouds
442,Belyy Yar,RU,53.6039,91.3903,15.69,83,100,4.47,mist
443,Filadelfia,US,39.9523,-75.1638,40.77,78,100,4.61,overcast clouds
444,Lomza,PL,53.1781,22.0593,35.58,98,100,9.8,overcast clouds
445,Portknockie,GB,57.7025,-2.8599,40.08,84,92,13.0,overcast clouds
446,Ballina,AU,-28.8667,153.5667,85.01,63,1,12.91,clear sky
447,Jalu,LY,29.0331,21.5482,51.44,88,0,8.59,clear sky
448,Grindavik,IS,63.8424,-22.4338,31.95,86,100,37.98,overcast clouds
449,Hlobyne,UA,49.3878,33.2596,18.3,62,67,13.22,broken clouds
450,Samana,DO,19.2056,-69.3369,72.66,89,16,8.61,few clouds
451,Talnakh,RU,69.4865,88.3972,-38.79,98,27,2.04,scattered clouds
452,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.65,78,56,3.53,broken clouds
453,Brewster,US,41.3973,-73.6171,35.19,86,0,0.0,clear sky
454,Trairi,BR,-3.2778,-39.2689,78.22,79,100,9.19,overcast clouds
455,Sant Feliu De Guixols,ES,41.7833,3.0333,53.11,9,80,11.99,broken clouds
456,Karimnagar,IN,18.4333,79.15,72.52,19,0,6.24,clear sky
457,Utrecht,NL,52.0,5.25,42.98,93,98,7.0,overcast clouds
458,Durham,US,36.0335,-78.8664,40.48,91,100,5.75,mist
459,Puerto Cabezas,NI,14.0351,-83.3888,73.29,90,70,5.57,broken clouds
460,San Carlos De Bariloche,AR,-41.1456,-71.3082,60.55,63,0,6.91,clear sky
461,Ambanja,MG,-13.6833,48.45,76.93,82,12,1.23,light rain
462,Druzhba,UA,52.0428,33.9453,10.51,82,49,10.69,scattered clouds
463,Aromashevo,RU,56.8602,68.6375,-17.91,93,100,12.03,overcast clouds
464,Gravdal,NO,68.1214,13.5031,37.29,75,75,5.75,broken clouds
465,Herat,AF,34.5,62.0,47.79,49,5,5.01,clear sky
466,Carutapera,BR,-1.195,-46.02,75.69,90,41,5.37,scattered clouds
467,Komsomolskiy,UZ,40.4272,71.7189,43.52,81,85,2.3,overcast clouds
468,Sorland,NO,67.667,12.6934,40.86,71,99,24.47,overcast clouds
469,Shihezi,CN,44.3,86.0333,28.35,80,100,3.24,overcast clouds
470,Chalons-En-Champagne,FR,48.9539,4.3672,44.67,91,60,18.43,broken clouds
471,Ivangorod,RU,59.3716,28.2162,17.73,88,100,14.12,overcast clouds
472,Ponta Delgada,PT,37.7333,-25.6667,61.52,94,75,8.05,broken clouds
473,Khunti,IN,23.0833,85.2833,69.91,12,0,3.15,clear sky
474,Sistranda,NO,63.7256,8.834,42.76,73,65,6.29,broken clouds
